file,lat,lng,name,website
66,23.18299569,120.6413244,西阿里關山,https://suan1219.blogspot.com/2012/02/blog-post_2314.html
67,23.17589689,120.5656458,竹子尖山,https://suan1219.blogspot.com/2012/01/blog-post_31.html
68,23.062518,120.738557,藤枝山,https://suan1219.blogspot.com/2018/04/20180406.html
69,23.05586703,120.6226911,白雲山,https://suan1219.blogspot.com/2012/02/blog-post_15.html
70,23.04853647,120.5232073,刣牛湖山,https://suan1219.blogspot.com/2012/01/blog-post_31.html
71,22.95534127,120.6905,鳴海山,https://suan1219.blogspot.com/2012/02/blog-post_15.html
72,22.89677876,120.4968175,旗尾山,https://suan1219.blogspot.com/2012/03/blog-post_22.html
73,22.85709523,120.6763886,尾寮山,https://suan1219.blogspot.com/2012/03/blog-post_22.html
74,22.86030826,120.3485719,大崗山,https://suan1219.blogspot.com/2012/02/blog-post_5.html
75,22.72719995,120.3738044,觀音山(高雄),https://suan1219.blogspot.com/2012/02/blog-post_5.html
76,22.65020169,120.6440568,笠頂山,https://suan1219.blogspot.com/2012/03/blog-post_22.html
77,22.6420694,120.2656453,壽山,https://suan1219.blogspot.com/2012/02/blog-post_5.html
78,22.50807353,120.6576991,棚集山,https://suan1219.blogspot.com/2012/05/blog-post_10.html
79,22.19531137,120.7849275,女仍山,https://suan1219.blogspot.com/2012/03/blog-post_30.html
80,22.16388593,120.7329653,里龍山,https://suan1219.blogspot.com/2012/04/blog-post.html
81,21.968357,120.778893,大山母山,https://suan1219.blogspot.com/2020/12/20201125-27.html
82,24.97456186,121.9105112,灣坑頭山,https://suan1219.blogspot.com/2012/08/blog-post_264.html
83,24.859205,121.7297946,三角崙山,https://suan1219.blogspot.com/2012/07/blog-post.html
84,24.85022228,121.7675976,鵲子山,https://suan1219.blogspot.com/2012/07/blog-post.html
85,24.50922215,121.5640465,三星山,https://suan1219.blogspot.com/2012/08/blog-post_264.html
86,24.178751,121.400826,卡拉寶山,https://suan1219.blogspot.com/2017/09/201799.html
87,24.17812407,121.6420068,立霧山,https://suan1219.blogspot.com/2013/01/blog-post.html
88,23.9707785,121.5315112,初音山,https://suan1219.blogspot.com/2012/08/blog-post_16.html
89,23.91908613,121.5207798,鯉魚山,https://suan1219.blogspot.com/2012/08/blog-post_16.html
90,23.82550428,121.5521482,月眉山,https://suan1219.blogspot.com/2012/08/blog-post_16.html
91,23.54474958,121.4890982,八里灣山,https://suan1219.blogspot.com/2012/08/blog-post_16.html
92,23.23255378,121.3168538,萬人山,https://suan1219.blogspot.com/2012/09/blog-post.html
93,22.89512459,121.188453,都蘭山,https://suan1219.blogspot.com/2012/09/blog-post.html
94,22.64313927,120.952615,太麻里山,https://suan1219.blogspot.com/2010/09/blog-post.html
95,22.43219728,120.9101657,加奈美山,https://suan1219.blogspot.com/2012/05/blog-post_10.html
96,22.32259015,120.879018,巴塱衛山,https://suan1219.blogspot.com/2012/05/blog-post_10.html
97,22.05304465,121.5347067,紅頭山,https://suan1219.blogspot.com/2012/10/blog-post.html
98,26.15029335,119.9234533,雲台山,https://suan1219.blogspot.com/2012/10/blog-post_2425.html
99,24.4635272,118.4148717,太武山,https://suan1219.blogspot.com/2011/03/blog-post.html
100,23.54957672,119.5481147,蛇頭山,https://www.keepon.com.tw/thread-c0c48ffe-16d8-e411-93ec-000e04b74954.html
